Source User,Category,Count
example_domain\rachel.phillips,personal-sites-and-blogs,3
example_domain\rachel.phillips,philosophy-and-political-advocacy,2
example_domain\rachel.phillips,real-estate,2
example_domain\rachel.phillips,military,1
example_domain\rachel.phillips,cryptocurrency,1
example_domain\rachel.phillips,motor-vehicles,1
example_domain\rachel.phillips,legal,1
example_domain\rachel.phillips,translation,1
example_domain\jerry.bailey,computer-and-internet-info,94162
example_domain\jerry.bailey,search-engines,1314
example_domain\jerry.bailey,business-and-economy,1244
example_domain\jerry.bailey,stock-advice-and-tools,557
example_domain\jerry.bailey,content-delivery-networks,187
example_domain\jerry.bailey,legal,66
example_domain\jerry.bailey,web-advertisements,57
example_domain\jerry.bailey,government,38
example_domain\jerry.bailey,news,29
example_domain\jerry.bailey,,15
example_domain\jerry.bailey,internet-communications-and-telephony,15
example_domain\jerry.bailey,training-and-tools,10
example_domain\jerry.bailey,web-hosting,2
example_domain\jerry.bailey,financial-services,1
example_domain\jerry.bailey,reference-and-research,1
example_domain\jerry.bailey,translation,1
example_domain\sarah.stewart,computer-and-internet-info,93513
example_domain\sarah.stewart,search-engines,860
example_domain\sarah.stewart,stock-advice-and-tools,500
example_domain\sarah.stewart,internet-portals,46
example_domain\sarah.stewart,content-delivery-networks,40
example_domain\sarah.stewart,business-and-economy,7
example_domain\sarah.stewart,financial-services,6
example_domain\sarah.stewart,web-advertisements,5
example_domain\sarah.stewart,,3
example_domain\joseph.fuller,computer-and-internet-info,88476
example_domain\joseph.fuller,search-engines,844
example_domain\joseph.fuller,content-delivery-networks,37
example_domain\joseph.fuller,stock-advice-and-tools,9
example_domain\joseph.fuller,business-and-economy,7
example_domain\joseph.fuller,not-resolved,2
example_domain\joseph.fuller,internet-communications-and-telephony,2
example_domain\joseph.fuller,web-advertisements,2
example_domain\patrick.richmond,computer-and-internet-info,87077
example_domain\patrick.richmond,search-engines,933
example_domain\patrick.richmond,business-and-economy,284
example_domain\patrick.richmond,content-delivery-networks,193
example_domain\patrick.richmond,web-advertisements,165
example_domain\patrick.richmond,stock-advice-and-tools,158
example_domain\patrick.richmond,internet-portals,149
example_domain\patrick.richmond,shareware-and-freeware,20
example_domain\patrick.richmond,reference-and-research,7
example_domain\patrick.richmond,personal-sites-and-blogs,7
example_domain\patrick.richmond,internet-communications-and-telephony,3
example_domain\patrick.richmond,unknown,2
example_domain\ashley.flynn,computer-and-internet-info,87120
example_domain\ashley.flynn,search-engines,601
example_domain\ashley.flynn,content-delivery-networks,25
example_domain\ashley.flynn,business-and-economy,10
example_domain\ashley.flynn,stock-advice-and-tools,8
example_domain\ashley.flynn,internet-communications-and-telephony,5
example_domain\ashley.flynn,web-advertisements,3
example_domain\ashley.flynn,shopping,1
example_domain\kimberly.singleton,computer-and-internet-info,81784
example_domain\kimberly.singleton,search-engines,698
example_domain\kimberly.singleton,,155
example_domain\kimberly.singleton,internet-portals,47
example_domain\kimberly.singleton,content-delivery-networks,36
example_domain\kimberly.singleton,stock-advice-and-tools,28
example_domain\kimberly.singleton,business-and-economy,6
example_domain\kimberly.singleton,financial-services,5
example_domain\david.morgan,computer-and-internet-info,43385
example_domain\david.morgan,business-and-economy,20051
example_domain\david.morgan,insufficient-content,11025
example_domain\david.morgan,financial-services,3104
example_domain\david.morgan,search-engines,957
example_domain\david.morgan,content-delivery-networks,167
example_domain\david.morgan,stock-advice-and-tools,74
example_domain\david.morgan,internet-portals,16
example_domain\david.morgan,web-advertisements,14
example_domain\david.morgan,news,8
example_domain\david.morgan,web-hosting,4
example_domain\david.morgan,internet-communications-and-telephony,3
example_domain\david.morgan,religion,1
example_domain\clayton.williams,computer-and-internet-info,76788
example_domain\clayton.williams,search-engines,801
example_domain\clayton.williams,content-delivery-networks,19
example_domain\clayton.williams,stock-advice-and-tools,4
example_domain\clayton.williams,internet-portals,2
example_domain\sarah.arellano,business-and-economy,23158
example_domain\sarah.arellano,computer-and-internet-info,22532
example_domain\sarah.arellano,financial-services,16339
example_domain\sarah.arellano,insufficient-content,7075
example_domain\sarah.arellano,search-engines,2055
example_domain\sarah.arellano,content-delivery-networks,580
example_domain\sarah.arellano,stock-advice-and-tools,129
example_domain\sarah.arellano,internet-portals,68
example_domain\sarah.arellano,training-and-tools,65
example_domain\sarah.arellano,web-advertisements,24
example_domain\sarah.arellano,internet-communications-and-telephony,3
example_domain\sarah.arellano,news,2
example_domain\sarah.arellano,web-hosting,1
example_domain\mr.rodgers,computer-and-internet-info,64828
example_domain\mr.rodgers,search-engines,2606
example_domain\mr.rodgers,stock-advice-and-tools,196
example_domain\mr.rodgers,content-delivery-networks,61
example_domain\mr.rodgers,business-and-economy,50
example_domain\mr.rodgers,web-hosting,42
example_domain\mr.rodgers,financial-services,31
example_domain\mr.rodgers,web-advertisements,4
example_domain\mr.rodgers,reference-and-research,3
example_domain\mr.rodgers,training-and-tools,3
example_domain\mr.rodgers,translation,1
example_domain\mr.rodgers,news,1
example_domain\dr.fuller,computer-and-internet-info,66517
example_domain\dr.fuller,search-engines,787
example_domain\dr.fuller,,120
example_domain\dr.fuller,internet-portals,37
example_domain\dr.fuller,content-delivery-networks,31
example_domain\dr.fuller,stock-advice-and-tools,18
example_domain\dr.fuller,business-and-economy,10
example_domain\dr.fuller,web-advertisements,4
example_domain\kathryn.thompson,computer-and-internet-info,33423
example_domain\kathryn.thompson,web-advertisements,23442
example_domain\kathryn.thompson,business-and-economy,4225
example_domain\kathryn.thompson,search-engines,1780
example_domain\kathryn.thompson,shopping,959
example_domain\kathryn.thompson,content-delivery-networks,682
example_domain\kathryn.thompson,financial-services,261
example_domain\kathryn.thompson,stock-advice-and-tools,126
example_domain\kathryn.thompson,reference-and-research,60
example_domain\kathryn.thompson,insufficient-content,54
example_domain\kathryn.thompson,internet-portals,38
example_domain\kathryn.thompson,government,30
example_domain\kathryn.thompson,music,20
example_domain\kathryn.thompson,real-estate,14
example_domain\kathryn.thompson,games,13
example_domain\kathryn.thompson,travel,13
example_domain\kathryn.thompson,entertainment-and-arts,9
example_domain\kathryn.thompson,,7
example_domain\kathryn.thompson,society,6
example_domain\kathryn.thompson,educational-institutions,6
example_domain\kathryn.thompson,internet-communications-and-telephony,5
example_domain\kathryn.thompson,social-networking,3
example_domain\kathryn.thompson,streaming-media,3
example_domain\kathryn.thompson,translation,2
example_domain\kathryn.thompson,news,1
example_domain\kathryn.thompson,philosophy-and-political-advocacy,1
example_domain\kathryn.thompson,personal-sites-and-blogs,1
example_domain\michael.galvan,computer-and-internet-info,60299
example_domain\michael.galvan,search-engines,679
example_domain\michael.galvan,content-delivery-networks,27
example_domain\michael.galvan,internet-portals,15
example_domain\michael.galvan,stock-advice-and-tools,11
example_domain\michael.galvan,internet-communications-and-telephony,9
example_domain\michael.galvan,financial-services,9
example_domain\michael.galvan,web-advertisements,2
example_domain\michael.galvan,business-and-economy,1
example_domain\michael.galvan,news,1
example_domain\lacey.kim,computer-and-internet-info,58856
example_domain\lacey.kim,search-engines,883
example_domain\lacey.kim,stock-advice-and-tools,210
example_domain\lacey.kim,business-and-economy,177
example_domain\lacey.kim,content-delivery-networks,90
example_domain\lacey.kim,web-hosting,71
example_domain\lacey.kim,web-advertisements,68
example_domain\lacey.kim,financial-services,6
example_domain\lacey.kim,internet-communications-and-telephony,3
example_domain\lacey.kim,internet-portals,2
example_domain\lacey.kim,translation,1
example_domain\brittney.gray,computer-and-internet-info,43220
example_domain\brittney.gray,financial-services,13432
example_domain\brittney.gray,web-advertisements,1194
example_domain\brittney.gray,search-engines,526
example_domain\brittney.gray,content-delivery-networks,426
example_domain\brittney.gray,stock-advice-and-tools,119
example_domain\brittney.gray,business-and-economy,110
example_domain\brittney.gray,sports,19
example_domain\brittney.gray,job-search,14
example_domain\brittney.gray,news,13
example_domain\brittney.gray,reference-and-research,9
example_domain\brittney.gray,internet-communications-and-telephony,6
example_domain\brittney.gray,training-and-tools,3
example_domain\brittney.gray,health-and-medicine,2
example_domain\brittney.gray,insufficient-content,1
example_domain\brittney.gray,social-networking,1
example_domain\brittney.gray,web-hosting,1
example_domain\brittney.gray,translation,1
example_domain\brittney.gray,internet-portals,1
example_domain\brittney.gray,government,1
example_domain\jill.ortega,computer-and-internet-info,58088
example_domain\jill.ortega,search-engines,575
example_domain\jill.ortega,content-delivery-networks,64
example_domain\jill.ortega,business-and-economy,31
example_domain\jill.ortega,web-advertisements,21
example_domain\jill.ortega,stock-advice-and-tools,7
example_domain\jill.ortega,internet-communications-and-telephony,5
example_domain\jill.ortega,internet-portals,4
example_domain\jill.ortega,training-and-tools,4
example_domain\jill.ortega,personal-sites-and-blogs,1
example_domain\susan.logan,computer-and-internet-info,56743
example_domain\susan.logan,search-engines,1062
example_domain\susan.logan,financial-services,346
example_domain\susan.logan,stock-advice-and-tools,189
example_domain\susan.logan,business-and-economy,170
example_domain\susan.logan,web-advertisements,75
example_domain\susan.logan,content-delivery-networks,70
example_domain\susan.logan,web-hosting,31
example_domain\susan.logan,training-and-tools,16
example_domain\susan.logan,news,6
example_domain\susan.logan,internet-communications-and-telephony,3
example_domain\christina.gonzalez,computer-and-internet-info,52028
example_domain\christina.gonzalez,business-and-economy,3486
example_domain\christina.gonzalez,search-engines,786
example_domain\christina.gonzalez,travel,128
example_domain\christina.gonzalez,content-delivery-networks,120
example_domain\christina.gonzalez,stock-advice-and-tools,115
example_domain\christina.gonzalez,financial-services,81
example_domain\christina.gonzalez,news,26
example_domain\christina.gonzalez,internet-portals,16
example_domain\christina.gonzalez,shareware-and-freeware,9
example_domain\christina.gonzalez,,9
example_domain\christina.gonzalez,personal-sites-and-blogs,5
example_domain\christina.gonzalez,internet-communications-and-telephony,3
example_domain\christina.gonzalez,translation,1
example_domain\erica.hill,computer-and-internet-info,55272
example_domain\erica.hill,search-engines,411
example_domain\erica.hill,content-delivery-networks,7
example_domain\erica.hill,stock-advice-and-tools,7
example_domain\jodi.jackson,computer-and-internet-info,33546
example_domain\jodi.jackson,web-advertisements,9519
example_domain\jodi.jackson,business-and-economy,6544
example_domain\jodi.jackson,search-engines,3146
example_domain\jodi.jackson,content-delivery-networks,1011
example_domain\jodi.jackson,news,567
example_domain\jodi.jackson,reference-and-research,279
example_domain\jodi.jackson,shopping,211
example_domain\jodi.jackson,stock-advice-and-tools,136
example_domain\jodi.jackson,internet-portals,85
example_domain\jodi.jackson,government,82
example_domain\jodi.jackson,financial-services,74
example_domain\jodi.jackson,legal,50
example_domain\jodi.jackson,job-search,43
example_domain\jodi.jackson,internet-communications-and-telephony,38
example_domain\jodi.jackson,insufficient-content,32
example_domain\jodi.jackson,music,18
example_domain\jodi.jackson,training-and-tools,18
example_domain\jodi.jackson,society,16
example_domain\jodi.jackson,educational-institutions,13
example_domain\jodi.jackson,,10
example_domain\jodi.jackson,health-and-medicine,8
example_domain\jodi.jackson,motor-vehicles,8
example_domain\jodi.jackson,entertainment-and-arts,7
example_domain\jodi.jackson,social-networking,7
example_domain\jodi.jackson,web-hosting,7
example_domain\jodi.jackson,travel,7
example_domain\jodi.jackson,personal-sites-and-blogs,5
example_domain\jodi.jackson,not-resolved,4
example_domain\jodi.jackson,games,2
example_domain\jodi.jackson,real-estate,2
example_domain\jodi.jackson,recreation-and-hobbies,2
example_domain\jodi.jackson,sports,1
example_domain\jodi.jackson,translation,1
example_domain\jodi.jackson,home-and-garden,1
example_domain\jodi.jackson,streaming-media,1
example_domain\brittany.camacho,computer-and-internet-info,51097
example_domain\brittany.camacho,search-engines,778
example_domain\brittany.camacho,content-delivery-networks,250
example_domain\brittany.camacho,stock-advice-and-tools,220
example_domain\brittany.camacho,business-and-economy,116
example_domain\brittany.camacho,web-hosting,59
example_domain\brittany.camacho,web-advertisements,10
example_domain\brittany.camacho,training-and-tools,6
example_domain\brittany.camacho,,6
example_domain\brittany.camacho,BOX,1
example_domain\brittany.camacho,news,1
example_domain\brittany.camacho,internet-portals,1
example_domain\craig.phillips,computer-and-internet-info,51017
example_domain\craig.phillips,search-engines,777
example_domain\craig.phillips,insufficient-content,174
example_domain\craig.phillips,web-hosting,120
example_domain\craig.phillips,content-delivery-networks,120
example_domain\craig.phillips,business-and-economy,100
example_domain\craig.phillips,web-advertisements,90
example_domain\craig.phillips,stock-advice-and-tools,63
example_domain\craig.phillips,internet-portals,16
example_domain\craig.phillips,financial-services,7
example_domain\craig.phillips,shareware-and-freeware,6
example_domain\craig.phillips,news,6
example_domain\craig.phillips,internet-communications-and-telephony,5
example_domain\craig.phillips,reference-and-research,1
example_domain\zachary.reese,computer-and-internet-info,50108
example_domain\zachary.reese,stock-advice-and-tools,808
example_domain\julia.weber,computer-and-internet-info,49295
example_domain\julia.weber,search-engines,489
example_domain\julia.weber,content-delivery-networks,14
example_domain\julia.weber,business-and-economy,9
example_domain\julia.weber,stock-advice-and-tools,9
example_domain\julia.weber,internet-communications-and-telephony,1
example_domain\julia.weber,web-advertisements,1
example_domain\julia.weber,internet-portals,1
example_domain\johnny.hernandez,computer-and-internet-info,48884
example_domain\johnny.hernandez,search-engines,472
example_domain\johnny.hernandez,translation,125
example_domain\johnny.hernandez,content-delivery-networks,31
example_domain\johnny.hernandez,stock-advice-and-tools,15
example_domain\johnny.hernandez,internet-communications-and-telephony,8
example_domain\johnny.hernandez,business-and-economy,7
example_domain\johnny.hernandez,web-advertisements,5
example_domain\johnny.hernandez,shareware-and-freeware,1
example_domain\jason.harrison,computer-and-internet-info,46076
example_domain\jason.harrison,search-engines,803
example_domain\jason.harrison,stock-advice-and-tools,330
example_domain\jason.harrison,web-hosting,118
example_domain\jason.harrison,business-and-economy,118
example_domain\jason.harrison,content-delivery-networks,36
example_domain\jason.harrison,internet-portals,25
example_domain\jason.harrison,web-advertisements,17
example_domain\jason.harrison,financial-services,15
example_domain\jason.harrison,training-and-tools,15
example_domain\jason.harrison,job-search,7
example_domain\jason.harrison,internet-communications-and-telephony,1
example_domain\matthew.garcia,computer-and-internet-info,36799
example_domain\matthew.garcia,business-and-economy,4566
example_domain\matthew.garcia,web-advertisements,3131
example_domain\matthew.garcia,search-engines,1429
example_domain\matthew.garcia,content-delivery-networks,406
example_domain\matthew.garcia,entertainment-and-arts,268
example_domain\matthew.garcia,stock-advice-and-tools,243
example_domain\matthew.garcia,internet-portals,167
example_domain\matthew.garcia,financial-services,151
example_domain\matthew.garcia,web-hosting,55
example_domain\matthew.garcia,shopping,48
example_domain\matthew.garcia,cryptocurrency,45
example_domain\matthew.garcia,training-and-tools,30
example_domain\matthew.garcia,news,28
example_domain\matthew.garcia,,19
example_domain\matthew.garcia,translation,11
example_domain\matthew.garcia,internet-communications-and-telephony,10
example_domain\matthew.garcia,personal-sites-and-blogs,10
example_domain\matthew.garcia,social-networking,10
example_domain\matthew.garcia,insufficient-content,9
example_domain\matthew.garcia,shareware-and-freeware,6
example_domain\matthew.garcia,society,6
example_domain\matthew.garcia,reference-and-research,6
example_domain\matthew.garcia,travel,6
example_domain\matthew.garcia,streaming-media,3
example_domain\matthew.garcia,health-and-medicine,2
example_domain\matthew.garcia,real-estate,2
example_domain\matthew.garcia,not-resolved,1
example_domain\matthew.garcia,motor-vehicles,1
example_domain\matthew.garcia,games,1
example_domain\matthew.garcia,educational-institutions,1
example_domain\matthew.garcia,sports,1
example_domain\matthew.garcia,job-search,1
example_domain\lori.carter,computer-and-internet-info,25020
example_domain\lori.carter,financial-services,19271
example_domain\lori.carter,search-engines,1079
example_domain\lori.carter,business-and-economy,841
example_domain\lori.carter,web-advertisements,357
example_domain\lori.carter,content-delivery-networks,290
example_domain\lori.carter,stock-advice-and-tools,172
example_domain\lori.carter,training-and-tools,52
example_domain\lori.carter,government,26
example_domain\lori.carter,internet-portals,20
example_domain\lori.carter,reference-and-research,18
example_domain\lori.carter,translation,11
example_domain\lori.carter,news,5
example_domain\lori.carter,social-networking,5
example_domain\lori.carter,insufficient-content,4
example_domain\lori.carter,society,3
example_domain\lori.carter,travel,3
example_domain\lori.carter,games,2
example_domain\lori.carter,,2
example_domain\lori.carter,internet-communications-and-telephony,2
example_domain\lori.carter,real-estate,1
example_domain\lori.carter,philosophy-and-political-advocacy,1
example_domain\lori.carter,motor-vehicles,1
example_domain\danielle.scott,computer-and-internet-info,46008
example_domain\danielle.scott,search-engines,508
example_domain\danielle.scott,internet-portals,60
example_domain\danielle.scott,business-and-economy,29
example_domain\danielle.scott,content-delivery-networks,22
example_domain\danielle.scott,,20
example_domain\danielle.scott,stock-advice-and-tools,12
example_domain\danielle.scott,web-advertisements,12
example_domain\danielle.scott,sports,3
example_domain\danielle.scott,social-networking,2
example_domain\nathan.ford,business-and-economy,23284
example_domain\nathan.ford,computer-and-internet-info,21653
example_domain\nathan.ford,search-engines,693
example_domain\nathan.ford,financial-services,304
example_domain\nathan.ford,web-advertisements,212
example_domain\nathan.ford,content-delivery-networks,140
example_domain\nathan.ford,stock-advice-and-tools,119
example_domain\nathan.ford,news,23
example_domain\nathan.ford,parked,9
example_domain\nathan.ford,internet-communications-and-telephony,9
example_domain\nathan.ford,internet-portals,9
example_domain\nathan.ford,web-hosting,2
example_domain\nathan.ford,shopping,2
example_domain\nathan.ford,not-resolved,2
example_domain\nathan.ford,real-estate,1
example_domain\nathan.ford,educational-institutions,1
example_domain\nathan.ford,insufficient-content,1
example_domain\anna.lopez,computer-and-internet-info,29777
example_domain\anna.lopez,web-advertisements,5481
example_domain\anna.lopez,business-and-economy,4686
example_domain\anna.lopez,financial-services,3054
example_domain\anna.lopez,search-engines,1153
example_domain\anna.lopez,content-delivery-networks,760
example_domain\anna.lopez,insufficient-content,427
example_domain\anna.lopez,stock-advice-and-tools,250
example_domain\anna.lopez,training-and-tools,63
example_domain\anna.lopez,internet-portals,53
example_domain\anna.lopez,news,30
example_domain\anna.lopez,sports,22
example_domain\anna.lopez,educational-institutions,22
example_domain\anna.lopez,reference-and-research,21
example_domain\anna.lopez,shopping,15
example_domain\anna.lopez,motor-vehicles,12
example_domain\anna.lopez,entertainment-and-arts,10
example_domain\anna.lopez,internet-communications-and-telephony,6
example_domain\anna.lopez,music,4
example_domain\anna.lopez,travel,4
example_domain\anna.lopez,personal-sites-and-blogs,3
example_domain\anna.lopez,social-networking,3
example_domain\anna.lopez,society,3
example_domain\anna.lopez,streaming-media,2
example_domain\anna.lopez,philosophy-and-political-advocacy,2
example_domain\anna.lopez,unknown,1
example_domain\anna.lopez,job-search,1
example_domain\anna.lopez,health-and-medicine,1
example_domain\anna.lopez,government,1
example_domain\anna.lopez,recreation-and-hobbies,1
example_domain\anna.lopez,games,1
example_domain\anna.lopez,real-estate,1
example_domain\sharon.weber,computer-and-internet-info,43068
example_domain\sharon.weber,search-engines,686
example_domain\sharon.weber,travel,355
example_domain\sharon.weber,business-and-economy,308
example_domain\sharon.weber,stock-advice-and-tools,274
example_domain\sharon.weber,web-hosting,122
example_domain\sharon.weber,web-advertisements,99
example_domain\sharon.weber,content-delivery-networks,71
example_domain\sharon.weber,,22
example_domain\sharon.weber,financial-services,14
example_domain\sharon.weber,training-and-tools,14
example_domain\sharon.weber,internet-portals,9
example_domain\sharon.weber,social-networking,8
example_domain\sharon.weber,internet-communications-and-telephony,3
example_domain\sharon.weber,news,3
example_domain\sharon.weber,shopping,2
example_domain\holly.lam,computer-and-internet-info,43022
example_domain\holly.lam,search-engines,691
example_domain\holly.lam,stock-advice-and-tools,461
example_domain\holly.lam,business-and-economy,253
example_domain\holly.lam,web-advertisements,186
example_domain\holly.lam,content-delivery-networks,73
example_domain\holly.lam,web-hosting,56
example_domain\holly.lam,financial-services,37
example_domain\holly.lam,health-and-medicine,26
example_domain\holly.lam,job-search,20
example_domain\holly.lam,reference-and-research,12
example_domain\holly.lam,internet-communications-and-telephony,8
example_domain\holly.lam,social-networking,7
example_domain\holly.lam,internet-portals,6
example_domain\holly.lam,entertainment-and-arts,4
example_domain\holly.lam,news,4
example_domain\holly.lam,,3
example_domain\holly.lam,translation,2
example_domain\holly.lam,society,1
example_domain\holly.lam,auctions,1
example_domain\holly.lam,government,1
example_domain\holly.lam,motor-vehicles,1
example_domain\ashley.graham,computer-and-internet-info,26835
example_domain\ashley.graham,business-and-economy,13695
example_domain\ashley.graham,search-engines,1149
example_domain\ashley.graham,stock-advice-and-tools,146
example_domain\ashley.graham,job-search,130
example_domain\ashley.graham,internet-portals,102
example_domain\ashley.graham,content-delivery-networks,85
example_domain\ashley.graham,government,67
example_domain\ashley.graham,internet-communications-and-telephony,51
example_domain\ashley.graham,web-advertisements,36
example_domain\ashley.graham,financial-services,9
example_domain\ashley.graham,news,6
example_domain\ashley.graham,web-hosting,3
example_domain\ashley.graham,parked,2
example_domain\ashley.graham,insufficient-content,1
example_domain\ashley.graham,health-and-medicine,1
example_domain\ashley.graham,entertainment-and-arts,1
example_domain\miranda.hamilton,computer-and-internet-info,39666
example_domain\miranda.hamilton,search-engines,850
example_domain\miranda.hamilton,stock-advice-and-tools,174
example_domain\miranda.hamilton,business-and-economy,156
example_domain\miranda.hamilton,content-delivery-networks,90
example_domain\miranda.hamilton,web-hosting,71
example_domain\miranda.hamilton,web-advertisements,50
example_domain\miranda.hamilton,financial-services,7
example_domain\miranda.hamilton,internet-portals,7
example_domain\miranda.hamilton,internet-communications-and-telephony,4
example_domain\miranda.hamilton,news,3
example_domain\miranda.hamilton,legal,2
example_domain\miranda.hamilton,,2
example_domain\miranda.hamilton,training-and-tools,2
example_domain\miranda.hamilton,translation,1
example_domain\miranda.hamilton,reference-and-research,1
example_domain\miranda.hamilton,streaming-media,1
example_domain\miranda.hamilton,not-resolved,1
example_domain\elizabeth.murray,computer-and-internet-info,28006
example_domain\elizabeth.murray,financial-services,9686
example_domain\elizabeth.murray,search-engines,681
example_domain\elizabeth.murray,web-advertisements,357
example_domain\elizabeth.murray,business-and-economy,284
example_domain\elizabeth.murray,content-delivery-networks,214
example_domain\elizabeth.murray,stock-advice-and-tools,157
example_domain\elizabeth.murray,job-search,51
example_domain\elizabeth.murray,internet-communications-and-telephony,17
example_domain\elizabeth.murray,training-and-tools,16
example_domain\elizabeth.murray,internet-portals,16
example_domain\elizabeth.murray,,14
example_domain\elizabeth.murray,news,10
example_domain\elizabeth.murray,sports,7
example_domain\elizabeth.murray,society,3
example_domain\elizabeth.murray,shopping,3
example_domain\elizabeth.murray,translation,2
example_domain\elizabeth.murray,educational-institutions,1
example_domain\elizabeth.murray,not-resolved,1
example_domain\elizabeth.murray,entertainment-and-arts,1
example_domain\elizabeth.murray,insufficient-content,1
example_domain\elizabeth.murray,personal-sites-and-blogs,1
example_domain\alisha.rowland,computer-and-internet-info,20744
example_domain\alisha.rowland,search-engines,7105
example_domain\alisha.rowland,business-and-economy,3620
example_domain\alisha.rowland,web-advertisements,2058
example_domain\alisha.rowland,financial-services,1936
example_domain\alisha.rowland,content-delivery-networks,1183
example_domain\alisha.rowland,stock-advice-and-tools,338
example_domain\alisha.rowland,government,259
example_domain\alisha.rowland,translation,236
example_domain\alisha.rowland,educational-institutions,99
example_domain\alisha.rowland,reference-and-research,96
example_domain\alisha.rowland,social-networking,87
example_domain\alisha.rowland,internet-portals,86
example_domain\alisha.rowland,news,77
example_domain\alisha.rowland,home-and-garden,56
example_domain\alisha.rowland,entertainment-and-arts,51
example_domain\alisha.rowland,health-and-medicine,50
example_domain\alisha.rowland,society,40
example_domain\alisha.rowland,insufficient-content,36
example_domain\alisha.rowland,real-estate,21
example_domain\alisha.rowland,web-hosting,20
example_domain\alisha.rowland,legal,16
example_domain\alisha.rowland,personal-sites-and-blogs,16
example_domain\alisha.rowland,shopping,14
example_domain\alisha.rowland,,10
example_domain\alisha.rowland,job-search,7
example_domain\alisha.rowland,not-resolved,5
example_domain\alisha.rowland,music,5
example_domain\alisha.rowland,streaming-media,4
example_domain\alisha.rowland,travel,4
example_domain\alisha.rowland,philosophy-and-political-advocacy,4
example_domain\alisha.rowland,shareware-and-freeware,1
example_domain\alisha.rowland,motor-vehicles,1
example_domain\andrew.hardin,computer-and-internet-info,38090
example_domain\andrew.hardin,search-engines,191
example_domain\andrew.hardin,stock-advice-and-tools,3
example_domain\luke.smith,computer-and-internet-info,37737
example_domain\luke.smith,search-engines,280
example_domain\luke.smith,content-delivery-networks,33
example_domain\luke.smith,,24
example_domain\luke.smith,internet-portals,16
example_domain\luke.smith,web-advertisements,9
example_domain\luke.smith,business-and-economy,7
example_domain\luke.smith,stock-advice-and-tools,1
example_domain\luke.smith,social-networking,1
example_domain\ashley.stein,computer-and-internet-info,35725
example_domain\ashley.stein,search-engines,1090
example_domain\ashley.stein,stock-advice-and-tools,411
example_domain\ashley.stein,business-and-economy,287
example_domain\ashley.stein,web-advertisements,142
example_domain\ashley.stein,content-delivery-networks,129
example_domain\ashley.stein,government,128
example_domain\ashley.stein,news,37
example_domain\ashley.stein,internet-communications-and-telephony,34
example_domain\ashley.stein,job-search,10
example_domain\ashley.stein,internet-portals,8
example_domain\ashley.stein,training-and-tools,7
example_domain\ashley.stein,financial-services,4
example_domain\ashley.stein,translation,4
example_domain\ashley.stein,reference-and-research,3
example_domain\ashley.stein,travel,2
example_domain\ashley.stein,society,2
example_domain\ashley.stein,legal,1
example_domain\ashley.stein,real-estate,1
example_domain\jordan.phelps,computer-and-internet-info,37639
example_domain\brad.taylor,computer-and-internet-info,25533
example_domain\brad.taylor,web-advertisements,3210
example_domain\brad.taylor,business-and-economy,2592
example_domain\brad.taylor,stock-advice-and-tools,2334
example_domain\brad.taylor,search-engines,1147
example_domain\brad.taylor,internet-portals,756
example_domain\brad.taylor,financial-services,300
example_domain\brad.taylor,content-delivery-networks,281
example_domain\brad.taylor,web-hosting,47
example_domain\brad.taylor,news,38
example_domain\brad.taylor,training-and-tools,34
example_domain\brad.taylor,music,30
example_domain\brad.taylor,shopping,24
example_domain\brad.taylor,reference-and-research,16
example_domain\brad.taylor,philosophy-and-political-advocacy,13
example_domain\brad.taylor,entertainment-and-arts,8
example_domain\brad.taylor,government,8
example_domain\brad.taylor,,7
example_domain\brad.taylor,insufficient-content,6
example_domain\brad.taylor,cryptocurrency,3
example_domain\brad.taylor,society,3
example_domain\brad.taylor,sports,2
example_domain\brad.taylor,personal-sites-and-blogs,2
example_domain\brad.taylor,travel,2
example_domain\brad.taylor,job-search,2
example_domain\brad.taylor,social-networking,2
example_domain\brad.taylor,internet-communications-and-telephony,1
example_domain\brad.taylor,not-resolved,1
example_domain\brad.taylor,translation,1
example_domain\jeffrey.pope,computer-and-internet-info,34746
example_domain\jeffrey.pope,search-engines,1135
example_domain\jeffrey.pope,business-and-economy,163
example_domain\jeffrey.pope,stock-advice-and-tools,136
example_domain\jeffrey.pope,web-advertisements,54
example_domain\jeffrey.pope,content-delivery-networks,53
example_domain\jeffrey.pope,web-hosting,21
example_domain\jeffrey.pope,financial-services,10
example_domain\jeffrey.pope,reference-and-research,2
example_domain\jeffrey.pope,training-and-tools,2
example_domain\jeffrey.pope,internet-communications-and-telephony,1
example_domain\anthony.jenkins,computer-and-internet-info,24975
example_domain\anthony.jenkins,financial-services,8748
example_domain\anthony.jenkins,business-and-economy,1430
example_domain\anthony.jenkins,search-engines,464
example_domain\anthony.jenkins,content-delivery-networks,165
example_domain\anthony.jenkins,stock-advice-and-tools,116
example_domain\anthony.jenkins,training-and-tools,58
example_domain\anthony.jenkins,web-advertisements,35
example_domain\anthony.jenkins,web-hosting,11
example_domain\anthony.jenkins,internet-communications-and-telephony,4
example_domain\anthony.jenkins,reference-and-research,4
example_domain\anthony.jenkins,news,3
example_domain\anthony.jenkins,shopping,1
example_domain\anthony.jenkins,entertainment-and-arts,1
example_domain\anthony.jenkins,translation,1
example_domain\deanna.solis,computer-and-internet-info,32637
example_domain\deanna.solis,business-and-economy,1326
example_domain\deanna.solis,search-engines,820
