Source User,Category,Verdict,AD Group,Count
example_domain\katrina.hawkins,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\darrell.mathis,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,193393
example_domain\darrell.mathis,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1714
example_domain\darrell.mathis,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,625
example_domain\darrell.mathis,,The category is not a standard Palo Alto content/function-based category,irrelevant,284
example_domain\darrell.mathis,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,80
example_domain\darrell.mathis,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\april.lewis,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,192577
example_domain\april.lewis,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1639
example_domain\april.lewis,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,180
example_domain\april.lewis,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,130
example_domain\april.lewis,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,31
example_domain\april.lewis,,The category is not a standard Palo Alto content/function-based category,irrelevant,12
example_domain\april.lewis,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\april.lewis,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,8
example_domain\april.lewis,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\april.lewis,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\joshua.campbell,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,187978
example_domain\joshua.campbell,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,2117
example_domain\joshua.campbell,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,571
example_domain\joshua.campbell,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,113
example_domain\joshua.campbell,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,80
example_domain\joshua.campbell,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,74
example_domain\joshua.campbell,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,48
example_domain\joshua.campbell,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,28
example_domain\joshua.campbell,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,19
example_domain\joshua.campbell,society,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\joshua.campbell,news,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\joshua.campbell,,The category is not a standard Palo Alto content/function-based category,irrelevant,1
example_domain\joshua.campbell,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\daniel.castillo,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,184246
example_domain\daniel.castillo,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,3588
example_domain\daniel.castillo,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1800
example_domain\daniel.castillo,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,98
example_domain\daniel.castillo,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,93
example_domain\daniel.castillo,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,50
example_domain\daniel.castillo,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,22
example_domain\daniel.castillo,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,20
example_domain\daniel.castillo,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,12
example_domain\daniel.castillo,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\daniel.castillo,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\daniel.castillo,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\daniel.castillo,news,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\erica.tyler,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,187332
example_domain\erica.tyler,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1656
example_domain\erica.tyler,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,134
example_domain\erica.tyler,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,113
example_domain\erica.tyler,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,46
example_domain\erica.tyler,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,46
example_domain\erica.tyler,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,19
example_domain\erica.tyler,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\erica.tyler,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\erica.tyler,news,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\jeffrey.rosario,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,180936
example_domain\jeffrey.rosario,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1847
example_domain\jeffrey.rosario,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,1819
example_domain\jeffrey.rosario,society,The URL category is going to be allowed provided the user is authenticated,known-user,382
example_domain\jeffrey.rosario,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,205
example_domain\jeffrey.rosario,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,67
example_domain\jeffrey.rosario,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,55
example_domain\jeffrey.rosario,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,54
example_domain\jeffrey.rosario,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,26
example_domain\jeffrey.rosario,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,10
example_domain\jeffrey.rosario,sports,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\jeffrey.rosario,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\jeffrey.rosario,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\jeffrey.rosario,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\jeffrey.rosario,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\chad.burton,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,177898
example_domain\chad.burton,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,4393
example_domain\chad.burton,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,1074
example_domain\chad.burton,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,651
example_domain\chad.burton,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,593
example_domain\chad.burton,,The category is not a standard Palo Alto content/function-based category,irrelevant,171
example_domain\chad.burton,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,143
example_domain\chad.burton,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,142
example_domain\chad.burton,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,59
example_domain\chad.burton,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,38
example_domain\chad.burton,news,The URL category is going to be allowed provided the user is authenticated,known-user,31
example_domain\chad.burton,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,20
example_domain\chad.burton,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\chad.burton,music,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\chad.burton,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\chad.burton,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\chad.burton,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\chad.burton,translation,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\chad.burton,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\chad.burton,society,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\chad.burton,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\chad.burton,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\chad.burton,travel,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\chad.burton,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\richard.foster,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,183369
example_domain\richard.foster,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1546
example_domain\richard.foster,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,68
example_domain\richard.foster,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,56
example_domain\richard.foster,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,16
example_domain\richard.foster,news,The URL category is going to be allowed provided the user is authenticated,known-user,8
example_domain\richard.foster,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\richard.foster,government,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\richard.foster,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\richard.foster,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\ian.hughes,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,180087
example_domain\ian.hughes,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,2058
example_domain\ian.hughes,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1890
example_domain\ian.hughes,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,141
example_domain\ian.hughes,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,133
example_domain\ian.hughes,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,66
example_domain\ian.hughes,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,34
example_domain\ian.hughes,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\ian.hughes,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,10
example_domain\ian.hughes,government,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\ian.hughes,news,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\christina.wood,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,179847
example_domain\christina.wood,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1827
example_domain\christina.wood,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,69
example_domain\christina.wood,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,61
example_domain\christina.wood,news,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\christina.wood,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\andrea.jacobs,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,179642
example_domain\andrea.jacobs,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1641
example_domain\andrea.jacobs,news,The URL category is going to be allowed provided the user is authenticated,known-user,50
example_domain\andrea.jacobs,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,50
example_domain\andrea.jacobs,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,40
example_domain\sara.allen,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,172398
example_domain\sara.allen,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1980
example_domain\sara.allen,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,387
example_domain\sara.allen,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,297
example_domain\sara.allen,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,222
example_domain\sara.allen,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,207
example_domain\sara.allen,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,185
example_domain\sara.allen,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,76
example_domain\sara.allen,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,36
example_domain\sara.allen,travel,The URL category is going to be allowed provided the user is authenticated,known-user,23
example_domain\sara.allen,news,The URL category is going to be allowed provided the user is authenticated,known-user,15
example_domain\sara.allen,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,14
example_domain\sara.allen,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,14
example_domain\sara.allen,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\sara.allen,,The category is not a standard Palo Alto content/function-based category,irrelevant,3
example_domain\sara.allen,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\sara.allen,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sara.allen,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sara.allen,not-resolved,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\edward.perez,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,171304
example_domain\edward.perez,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1646
example_domain\edward.perez,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,57
example_domain\edward.perez,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,47
example_domain\edward.perez,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,21
example_domain\edward.perez,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,15
example_domain\edward.perez,news,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\katie.monroe,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,168915
example_domain\katie.monroe,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1236
example_domain\katie.monroe,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,142
example_domain\katie.monroe,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,100
example_domain\katie.monroe,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,55
example_domain\katie.monroe,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,38
example_domain\katie.monroe,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,23
example_domain\katie.monroe,travel,The URL category is going to be allowed provided the user is authenticated,known-user,22
example_domain\katie.monroe,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,12
example_domain\katie.monroe,news,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\katie.monroe,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\katie.monroe,society,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\katie.monroe,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\katie.monroe,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\katie.monroe,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\katie.monroe,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\katie.monroe,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\crystal.bush,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,167536
example_domain\crystal.bush,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1590
example_domain\crystal.bush,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,64
example_domain\crystal.bush,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,22
example_domain\crystal.bush,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\crystal.bush,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,7
example_domain\crystal.bush,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\crystal.bush,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\crystal.bush,society,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\crystal.bush,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sharon.pope,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,159320
example_domain\sharon.pope,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1965
example_domain\sharon.pope,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,599
example_domain\sharon.pope,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,118
example_domain\sharon.pope,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,115
example_domain\sharon.pope,,The category is not a standard Palo Alto content/function-based category,irrelevant,73
example_domain\sharon.pope,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,68
example_domain\sharon.pope,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,55
example_domain\sharon.pope,news,The URL category is going to be allowed provided the user is authenticated,known-user,24
example_domain\sharon.pope,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,12
example_domain\sharon.pope,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,8
example_domain\sharon.pope,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\sharon.pope,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\sharon.pope,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\sharon.pope,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\sharon.pope,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\sharon.pope,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\sharon.pope,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sharon.pope,society,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sharon.pope,not-resolved,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sharon.pope,translation,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sharon.pope,government,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\sharon.pope,travel,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\christina.clayton,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,156236
example_domain\christina.clayton,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,2698
example_domain\christina.clayton,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,968
example_domain\christina.clayton,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,354
example_domain\christina.clayton,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,263
example_domain\christina.clayton,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,256
example_domain\christina.clayton,travel,The URL category is going to be allowed provided the user is authenticated,known-user,80
example_domain\christina.clayton,government,The URL category is going to be allowed provided the user is authenticated,known-user,44
example_domain\christina.clayton,news,The URL category is going to be allowed provided the user is authenticated,known-user,42
example_domain\christina.clayton,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,41
example_domain\christina.clayton,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,23
example_domain\christina.clayton,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,22
example_domain\christina.clayton,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,21
example_domain\christina.clayton,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,20
example_domain\christina.clayton,society,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\christina.clayton,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,8
example_domain\christina.clayton,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\christina.clayton,philosophy-and-political-advocacy,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\christina.clayton,translation,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\christina.clayton,,The category is not a standard Palo Alto content/function-based category,irrelevant,4
example_domain\christina.clayton,streaming-media,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\christina.clayton,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\christina.clayton,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\christina.clayton,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\christina.clayton,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\christina.clayton,home-and-garden,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\christina.clayton,not-resolved,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\christina.clayton,sports,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\christina.clayton,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\kari.gibson,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,158584
example_domain\kari.gibson,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1825
example_domain\kari.gibson,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,298
example_domain\kari.gibson,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,177
example_domain\kari.gibson,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,100
example_domain\kari.gibson,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,57
example_domain\kari.gibson,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,45
example_domain\kari.gibson,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,10
example_domain\kari.gibson,news,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\kari.gibson,not-resolved,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\victoria.rojas,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,155617
example_domain\victoria.rojas,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1480
example_domain\victoria.rojas,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,149
example_domain\victoria.rojas,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,104
example_domain\victoria.rojas,news,The URL category is going to be allowed provided the user is authenticated,known-user,27
example_domain\victoria.rojas,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,15
example_domain\victoria.rojas,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,14
example_domain\victoria.rojas,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,14
example_domain\victoria.rojas,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\victoria.rojas,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,6
example_domain\victoria.rojas,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\victoria.rojas,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\victoria.rojas,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\samuel.lowery,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,149198
example_domain\samuel.lowery,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1601
example_domain\samuel.lowery,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,173
example_domain\samuel.lowery,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,56
example_domain\samuel.lowery,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,26
example_domain\samuel.lowery,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,14
example_domain\samuel.lowery,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,9
example_domain\stephanie.hall,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,145305
example_domain\stephanie.hall,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,1513
example_domain\stephanie.hall,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1431
example_domain\stephanie.hall,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,218
example_domain\stephanie.hall,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,115
example_domain\stephanie.hall,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,97
example_domain\stephanie.hall,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,41
example_domain\stephanie.hall,sports,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\stephanie.hall,job-search,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\stephanie.hall,news,The URL category is going to be allowed provided the user is authenticated,known-user,4
example_domain\stephanie.hall,,The category is not a standard Palo Alto content/function-based category,irrelevant,2
example_domain\stephanie.hall,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\stephanie.hall,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\angela.parker,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,146767
example_domain\angela.parker,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1227
example_domain\angela.parker,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,563
example_domain\angela.parker,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,45
example_domain\angela.parker,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,18
example_domain\angela.parker,shareware-and-freeware,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\angela.parker,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\angela.parker,,The category is not a standard Palo Alto content/function-based category,irrelevant,1
example_domain\angela.parker,news,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\angela.parker,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\thomas.holder,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,146032
example_domain\thomas.holder,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1516
example_domain\thomas.holder,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,63
example_domain\thomas.holder,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,31
example_domain\thomas.holder,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,11
example_domain\thomas.holder,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,3
example_domain\thomas.holder,society,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\thomas.holder,,The category is not a standard Palo Alto content/function-based category,irrelevant,1
example_domain\thomas.holder,news,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\jesse.schmidt,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,145313
example_domain\jesse.schmidt,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,1291
example_domain\jesse.schmidt,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,46
example_domain\jesse.schmidt,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,24
example_domain\jesse.schmidt,news,The URL category is going to be allowed provided the user is authenticated,known-user,18
example_domain\tara.king,computer-and-internet-info,The URL category is going to be allowed provided the user is authenticated,known-user,126408
example_domain\tara.king,business-and-economy,The URL category is going to be allowed provided the user is authenticated,known-user,4871
example_domain\tara.king,search-engines,The URL category is going to be allowed provided the user is authenticated,known-user,2347
example_domain\tara.king,web-advertisements,The URL category is going to be allowed provided the user is authenticated,known-user,2042
example_domain\tara.king,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,433
example_domain\tara.king,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,317
